SNo,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
36,Dogecoin,DOGE,02-05-2020,0.002629593,0.002492208,0.002502805,0.002581992,105741619.2,318098839.7
37,Dogecoin,DOGE,02-06-2020,0.002677326,0.002573903,0.002582951,0.002653085,108711613.9,326893710.2
38,Dogecoin,DOGE,02-07-2020,0.00277045,0.002646988,0.00265377,0.002768733,130273878.4,341181361
39,Dogecoin,DOGE,02-08-2020,0.003208615,0.002722267,0.002766879,0.003158599,203803814.4,389267351
40,Dogecoin,DOGE,02-09-2020,0.003530908,0.003152104,0.003155727,0.003232262,218861527,398390042.1
41,Dogecoin,DOGE,02-10-2020,0.003302791,0.00290448,0.003233898,0.002986307,195582002.6,368116092.4
42,Dogecoin,DOGE,02-11-2020,0.003085167,0.002864185,0.003011425,0.003040721,169747135.3,374865844.5
43,Dogecoin,DOGE,02-12-2020,0.00317261,0.003013126,0.003040672,0.003092775,181406959.9,381325934.5
44,Dogecoin,DOGE,02-13-2020,0.003215978,0.002973128,0.003063552,0.003025894,168543941.9,373121830
45,Dogecoin,DOGE,02-14-2020,0.00314698,0.002981177,0.002999218,0.003129847,140849233.4,385983125.9
46,Dogecoin,DOGE,02-15-2020,0.003180644,0.002838743,0.003098151,0.00291957,144726029,360091410
47,Dogecoin,DOGE,02-16-2020,0.002964556,0.002625615,0.002916936,0.002774344,149831932.7,342218086.7
48,Dogecoin,DOGE,02-17-2020,0.002771883,0.002547447,0.002739679,0.002712306,149622002.3,334603231
49,Dogecoin,DOGE,02-18-2020,0.002845878,0.002655134,0.002677453,0.002839305,144188844.2,350309552.4
50,Dogecoin,DOGE,02-19-2020,0.002873943,0.002624076,0.002838629,0.002624076,136889051.8,323790854
51,Dogecoin,DOGE,02-20-2020,0.00267315,0.002568986,0.002625253,0.002658767,187866681.4,328108479.1
52,Dogecoin,DOGE,02-21-2020,0.002703058,0.002613891,0.002656138,0.002648282,157652566.8,326850964.9
53,Dogecoin,DOGE,02-22-2020,0.00265538,0.002577236,0.002650497,0.002601417,156145894.8,321103019.8
54,Dogecoin,DOGE,02-23-2020,0.002682321,0.002596275,0.002599788,0.002680245,180747901.9,330869854.5
55,Dogecoin,DOGE,02-24-2020,0.002686613,0.002556681,0.002679338,0.002589575,159143743.7,319712946.5
56,Dogecoin,DOGE,02-25-2020,0.002590885,0.002436173,0.002590142,0.002476182,178541403.9,305747426.7
57,Dogecoin,DOGE,02-26-2020,0.002486949,0.002211191,0.002475473,0.002339206,201370789.5,288866739
58,Dogecoin,DOGE,02-27-2020,0.002403197,0.002297826,0.002337142,0.002323815,162813945.7,286998184.9
59,Dogecoin,DOGE,02-28-2020,0.002373119,0.002226134,0.002323352,0.002288663,153544452.9,282688554.4
60,Dogecoin,DOGE,02-29-2020,0.002320265,0.002230487,0.002285598,0.002234765,146635830.4,276061991.8
61,Dogecoin,DOGE,03-01-2020,0.002296805,0.002223281,0.002233246,0.002274739,162437207,281031073.2
62,Dogecoin,DOGE,03-02-2020,0.00237024,0.002255807,0.002278447,0.002348606,165788612.3,290189207.5
63,Dogecoin,DOGE,03-03-2020,0.002525224,0.00231631,0.002348348,0.00249926,174988478.7,308838196.6
64,Dogecoin,DOGE,03-04-2020,0.00250754,0.002367058,0.002499746,0.002398018,144601436.2,296360513.9
65,Dogecoin,DOGE,03-05-2020,0.0025307,0.002395044,0.002399134,0.002505808,104912777.1,309716478.8
66,Dogecoin,DOGE,03-06-2020,0.00251715,0.002447188,0.002504474,0.002495689,100268192.1,308500232.5
67,Dogecoin,DOGE,03-07-2020,0.002512568,0.002400884,0.002500657,0.002404551,88138038.13,297267547.2
68,Dogecoin,DOGE,03-08-2020,0.002407633,0.00218437,0.002406346,0.002186929,101738284.2,270393757.8
69,Dogecoin,DOGE,03-09-2020,0.002235784,0.002107441,0.002189466,0.002214386,137033008.1,273818706.3
70,Dogecoin,DOGE,03-10-2020,0.002262536,0.002165793,0.002216847,0.00220657,115431584.1,272882610
71,Dogecoin,DOGE,03-11-2020,0.002227559,0.002099047,0.002207904,0.00218362,107425625.6,270074772.4
72,Dogecoin,DOGE,03-12-2020,0.002187526,0.00153508,0.002183372,0.001537197,167892774.4,190144933.8
73,Dogecoin,DOGE,03-13-2020,0.001799202,0.001247057,0.001540123,0.001737828,218676976.4,214986092.2
74,Dogecoin,DOGE,03-14-2020,0.001784422,0.001639614,0.001736776,0.001665741,113389100.8,206091389.9
75,Dogecoin,DOGE,03-15-2020,0.001818886,0.001654611,0.001663617,0.001685257,119811060,208529246.5
76,Dogecoin,DOGE,03-16-2020,0.001699158,0.001453167,0.001683832,0.001587194,134329667.9,196417176.4
77,Dogecoin,DOGE,03-17-2020,0.001677396,0.001558155,0.001590881,0.001587378,102697603.6,196461667.7
78,Dogecoin,DOGE,03-18-2020,0.001611746,0.001552319,0.001590315,0.001565583,102196814.3,193785698.4
79,Dogecoin,DOGE,03-19-2020,0.001843785,0.001561729,0.001566324,0.001773246,251888349.7,219514141.3
80,Dogecoin,DOGE,03-20-2020,0.001930732,0.001678746,0.001771461,0.001772574,188170527.7,219455535.7
81,Dogecoin,DOGE,03-21-2020,0.001850775,0.001693215,0.001770651,0.001784542,166141810.7,220961923.9
82,Dogecoin,DOGE,03-22-2020,0.001867561,0.00171874,0.001784588,0.001730896,161287088.2,214343344.1
83,Dogecoin,DOGE,03-23-2020,0.001816687,0.001691959,0.001727475,0.001804578,166551896.7,223492493.6
84,Dogecoin,DOGE,03-24-2020,0.001912435,0.001799354,0.001805153,0.001850777,177134004.9,229239744.7
85,Dogecoin,DOGE,03-25-2020,0.001889828,0.001799169,0.001851999,0.001833944,163367838.8,227179862.3
86,Dogecoin,DOGE,03-26-2020,0.001871639,0.001827059,0.001833002,0.001841567,162455889.5,228149691.2
87,Dogecoin,DOGE,03-27-2020,0.001868345,0.001804254,0.001843424,0.001807071,166326062.3,223900764.3
88,Dogecoin,DOGE,03-28-2020,0.001808221,0.00171623,0.001805096,0.001777816,169979142.1,220300503.7
89,Dogecoin,DOGE,03-29-2020,0.001804771,0.001717398,0.001776904,0.001723252,156619234.9,213563007.2
90,Dogecoin,DOGE,03-30-2020,0.001867746,0.00171749,0.001723138,0.001831039,163244392,226946377.4
91,Dogecoin,DOGE,03-31-2020,0.001850678,0.001804503,0.001850678,0.001810937,156195509.9,224479953.1
92,Dogecoin,DOGE,04-01-2020,0.001867188,0.001775524,0.001811804,0.001866659,163418627,231413176.6
93,Dogecoin,DOGE,04-02-2020,0.001939643,0.001850155,0.001867919,0.00188209,165879605.1,233351815.1
94,Dogecoin,DOGE,04-03-2020,0.001916284,0.001833735,0.001883166,0.001853061,161121844.8,229778125.9
95,Dogecoin,DOGE,04-04-2020,0.001909776,0.001841223,0.00185289,0.001880419,160849685.8,233196515.2
96,Dogecoin,DOGE,04-05-2020,0.001909143,0.001846823,0.001880301,0.001865086,152557917.8,231320500.2
97,Dogecoin,DOGE,04-06-2020,0.001983391,0.001851712,0.001865887,0.001980099,173173222.7,245612628.2
98,Dogecoin,DOGE,04-07-2020,0.00202968,0.001934258,0.001972083,0.001997306,129399793.2,247774783.2
99,Dogecoin,DOGE,04-08-2020,0.002043564,0.001959888,0.001986065,0.0020118,116283369.5,249600632.7
100,Dogecoin,DOGE,04-09-2020,0.00203307,0.001984696,0.002012907,0.002021473,109954538.1,250828570.4
101,Dogecoin,DOGE,04-10-2020,0.002022506,0.00189124,0.00202128,0.001968189,122108790,244243873.9
102,Dogecoin,DOGE,04-11-2020,0.002004237,0.001941157,0.001968032,0.001989686,161367395.8,246938787.1
103,Dogecoin,DOGE,04-12-2020,0.002009194,0.001951122,0.001989476,0.001990097,169892708.9,247017402.7
104,Dogecoin,DOGE,04-13-2020,0.001990456,0.00189426,0.001989536,0.001958876,167357649.9,243169532.1
105,Dogecoin,DOGE,04-14-2020,0.001979913,0.001934892,0.001957915,0.001964467,188937615,243890207.3
106,Dogecoin,DOGE,04-15-2020,0.001975295,0.001906349,0.001963468,0.001940491,169903672.2,240940084
107,Dogecoin,DOGE,04-16-2020,0.002028586,0.001886337,0.001940552,0.002027667,179859738.3,251792237.8
108,Dogecoin,DOGE,04-17-2020,0.002029272,0.001991798,0.00202793,0.002013174,161550207.9,250020332.9
109,Dogecoin,DOGE,04-18-2020,0.00206212,0.002007111,0.002012803,0.002060898,168186509.3,255975738.2
110,Dogecoin,DOGE,04-19-2020,0.002072862,0.00202787,0.00205968,0.002058282,172576559.7,255679213.7
111,Dogecoin,DOGE,04-20-2020,0.002065764,0.001961573,0.002058297,0.001982187,169715146.2,246254197.4
112,Dogecoin,DOGE,04-21-2020,0.002031931,0.00195237,0.001982269,0.001971493,163652749.8,244952725.1
113,Dogecoin,DOGE,04-22-2020,0.002032869,0.001964145,0.001970635,0.002010761,163753943.3,249859465.5
114,Dogecoin,DOGE,04-23-2020,0.002123026,0.002004609,0.002010501,0.002047119,179000349.7,254405732.4
115,Dogecoin,DOGE,04-24-2020,0.002120595,0.002041782,0.002047133,0.00210275,209562151.3,261348176.2
116,Dogecoin,DOGE,04-25-2020,0.002145939,0.002086867,0.002101882,0.00214152,229810398.2,266196402
117,Dogecoin,DOGE,04-26-2020,0.002444473,0.002135906,0.002140525,0.002409088,287859775,299489108
118,Dogecoin,DOGE,04-27-2020,0.002414223,0.002307854,0.002410472,0.002354876,276033020.5,292782250.5
119,Dogecoin,DOGE,04-28-2020,0.002371896,0.0023221,0.002353859,0.002338884,254905520.4,290826200.1
120,Dogecoin,DOGE,04-29-2020,0.002541755,0.002330617,0.002339022,0.00251711,295698249.4,313022241.2
121,Dogecoin,DOGE,04-30-2020,0.002689114,0.002391751,0.002516712,0.002442857,298563814.6,303821692.3
122,Dogecoin,DOGE,05-01-2020,0.002559113,0.002441366,0.002444389,0.002493909,282886977.3,310205840.5
123,Dogecoin,DOGE,05-02-2020,0.002553058,0.002472634,0.002495304,0.002549353,269155282.8,317137161.6
124,Dogecoin,DOGE,05-03-2020,0.002583141,0.002479769,0.002547752,0.002510334,265156925.1,312317539.8
125,Dogecoin,DOGE,05-04-2020,0.002518982,0.002389049,0.002510893,0.002481123,261454253.1,308717731.8
126,Dogecoin,DOGE,05-05-2020,0.002520764,0.002449375,0.002481259,0.002484344,245861117.7,309152819.4
127,Dogecoin,DOGE,05-06-2020,0.002582898,0.002473008,0.002482979,0.002529206,251393346.2,314770174.9
128,Dogecoin,DOGE,05-07-2020,0.00267808,0.002479158,0.002518016,0.002663812,284491225.9,331559200.5
129,Dogecoin,DOGE,05-08-2020,0.00267154,0.002594064,0.0026594,0.002625072,291757355.2,326773515.2
130,Dogecoin,DOGE,05-09-2020,0.002633915,0.002565471,0.002621858,0.00261327,294993696.5,325340680.1
131,Dogecoin,DOGE,05-10-2020,0.002612747,0.002360439,0.002611463,0.002459432,290801097.3,306205310.2
132,Dogecoin,DOGE,05-11-2020,0.002512412,0.002338202,0.00245731,0.002412809,277646033,300433957.5
133,Dogecoin,DOGE,05-12-2020,0.002513461,0.002405938,0.002413291,0.002462935,262934537.8,306709496.9
134,Dogecoin,DOGE,05-13-2020,0.002527768,0.002458276,0.002463506,0.002521013,265878079.9,313976983.4
135,Dogecoin,DOGE,05-14-2020,0.002623401,0.002512131,0.002517923,0.002574186,283778649,320635004.4
136,Dogecoin,DOGE,05-15-2020,0.002577046,0.002486776,0.00257352,0.002505799,261080156.2,312151062.7
137,Dogecoin,DOGE,05-16-2020,0.002534442,0.002483572,0.00250656,0.002512559,254666484.6,313027822.9
138,Dogecoin,DOGE,05-17-2020,0.002578046,0.002509276,0.002512356,0.002538118,258469066.6,316247228.6
139,Dogecoin,DOGE,05-18-2020,0.002586885,0.002513276,0.002536538,0.002543403,265626959.4,316941137
140,Dogecoin,DOGE,05-19-2020,0.002565003,0.002501247,0.002543716,0.002538296,182890489.2,316339808.6
141,Dogecoin,DOGE,05-20-2020,0.002563486,0.002487438,0.002538958,0.002507886,178925411.3,312584382.3
142,Dogecoin,DOGE,05-21-2020,0.002549264,0.002423399,0.00251013,0.002485169,200924557.3,309787051.1
143,Dogecoin,DOGE,05-22-2020,0.00254341,0.002472959,0.002485975,0.002533057,215355484.9,315791490.5
144,Dogecoin,DOGE,05-23-2020,0.002564587,0.002499272,0.002532559,0.002543928,208878704.7,317181977.1
145,Dogecoin,DOGE,05-24-2020,0.002561022,0.002451139,0.002544249,0.002457832,186657328.4,306481507.7
146,Dogecoin,DOGE,05-25-2020,0.00254622,0.002434998,0.00245552,0.002540116,214669451.6,316777418.4
147,Dogecoin,DOGE,05-26-2020,0.002542079,0.002472127,0.002539272,0.002486398,185485979.3,310112644.1
148,Dogecoin,DOGE,05-27-2020,0.00252921,0.002472067,0.00248556,0.002510132,186186772.3,313107923.5
149,Dogecoin,DOGE,05-28-2020,0.002558881,0.002494915,0.002511623,0.002523576,220213442.3,314819322.5
150,Dogecoin,DOGE,05-29-2020,0.00254922,0.002504401,0.002523509,0.002532307,200485432.6,315943382.8
151,Dogecoin,DOGE,05-30-2020,0.002625661,0.002522622,0.002531371,0.002615175,200708874.3,326318848.5
152,Dogecoin,DOGE,05-31-2020,0.002617446,0.002549245,0.002615359,0.002554573,188184731.5,318792346.2
153,Dogecoin,DOGE,06-01-2020,0.002661572,0.002552688,0.002555153,0.002646716,195748335.4,330327929.2
154,Dogecoin,DOGE,06-02-2020,0.002654944,0.002520203,0.00264741,0.002561239,200119263.9,319695394.8
155,Dogecoin,DOGE,06-03-2020,0.00259805,0.002545881,0.002561514,0.002582592,190021630.5,322396401.8
156,Dogecoin,DOGE,06-04-2020,0.002669208,0.002571431,0.002582648,0.002630605,194078581.8,328426404.3
157,Dogecoin,DOGE,06-05-2020,0.002633763,0.002580303,0.002631602,0.002595721,188846627.3,324106967.2
158,Dogecoin,DOGE,06-06-2020,0.0026061,0.0025662,0.002595371,0.002587172,175988365,323074953
159,Dogecoin,DOGE,06-07-2020,0.002609496,0.002558349,0.002587178,0.002606078,188151454.5,325471959.4
160,Dogecoin,DOGE,06-08-2020,0.002606617,0.002560818,0.002605565,0.002584205,187140782.6,322775862.6
161,Dogecoin,DOGE,06-09-2020,0.00258738,0.002516784,0.002583625,0.002568591,175910196.6,320861092
162,Dogecoin,DOGE,06-10-2020,0.002594658,0.002552949,0.002568505,0.002584192,182748021.1,322845886.6
163,Dogecoin,DOGE,06-11-2020,0.002602412,0.002429243,0.002584234,0.002452253,183212797.6,306396405.8
164,Dogecoin,DOGE,06-12-2020,0.002532695,0.002446635,0.002454963,0.002520163,194920048.3,314916066
165,Dogecoin,DOGE,06-13-2020,0.002540955,0.002500582,0.002520444,0.002533076,188981850.4,316564552.4
166,Dogecoin,DOGE,06-14-2020,0.002554069,0.00250083,0.002532632,0.002510551,173334480.5,313784645.4
167,Dogecoin,DOGE,06-15-2020,0.0025159,0.002407101,0.002509589,0.002479359,198803040.7,309919897.9
168,Dogecoin,DOGE,06-16-2020,0.002530135,0.002434263,0.002479308,0.002486804,196212618.7,310886938.8
169,Dogecoin,DOGE,06-17-2020,0.002492467,0.002457762,0.002489954,0.002484932,185083517.4,310685801.2
170,Dogecoin,DOGE,06-18-2020,0.002492722,0.002447286,0.002484965,0.002471628,171388606,309056651
171,Dogecoin,DOGE,06-19-2020,0.002471673,0.002429626,0.002471191,0.002434795,173280983.7,304484756
172,Dogecoin,DOGE,06-20-2020,0.002466021,0.002419296,0.002434795,0.002446724,158275081.8,306010372.5
173,Dogecoin,DOGE,06-21-2020,0.002477529,0.002441006,0.00244658,0.002446611,169917760.8,306030111.4
174,Dogecoin,DOGE,06-22-2020,0.00249463,0.002442622,0.002446692,0.002473655,173530824.9,309447065
175,Dogecoin,DOGE,06-23-2020,0.002492105,0.002456906,0.002473654,0.00248423,171604773.7,310804275.2
176,Dogecoin,DOGE,06-24-2020,0.002496719,0.00238934,0.002483416,0.002429678,178380747.6,304012446.4
177,Dogecoin,DOGE,06-25-2020,0.00243306,0.00239028,0.002430249,0.002417315,160003354,302499093.4
178,Dogecoin,DOGE,06-26-2020,0.002427135,0.002358505,0.002416608,0.002358781,151319087.4,295206724.7
179,Dogecoin,DOGE,06-27-2020,0.002378798,0.002294396,0.002358864,0.002312919,152534000.3,289498985.6
180,Dogecoin,DOGE,06-28-2020,0.002361266,0.002282779,0.002312919,0.002325524,172693834.5,291109078.2
181,Dogecoin,DOGE,06-29-2020,0.002341435,0.00230138,0.002325754,0.002312854,172655787.9,289555488.2
182,Dogecoin,DOGE,06-30-2020,0.002340263,0.002296961,0.002310636,0.00231955,165641130.5,290426013.8
183,Dogecoin,DOGE,07-01-2020,0.002375501,0.002301337,0.002319677,0.002353646,152549213.6,294727829.4
184,Dogecoin,DOGE,07-02-2020,0.002381902,0.002301601,0.002330046,0.002361377,110789127.3,295744264.6
185,Dogecoin,DOGE,07-03-2020,0.002366453,0.00230419,0.002361122,0.002315613,111575143.4,290044511.8
186,Dogecoin,DOGE,07-04-2020,0.002339736,0.00228852,0.002314868,0.002309379,109218071.4,289295826.8
187,Dogecoin,DOGE,07-05-2020,0.002327342,0.002276921,0.002306855,0.002308978,110140541.5,289277435.5
188,Dogecoin,DOGE,07-06-2020,0.002623589,0.002301971,0.002308978,0.00261556,132105139.5,327723522.7
189,Dogecoin,DOGE,07-07-2020,0.003259032,0.002599807,0.002614165,0.003089512,283970310.4,387151635.3
190,Dogecoin,DOGE,07-08-2020,0.005420016,0.003060783,0.003097099,0.004749833,1226813925,595274589.1
191,Dogecoin,DOGE,07-09-2020,0.005014203,0.004147976,0.004731926,0.00439683,511315526.9,551095461.2
192,Dogecoin,DOGE,07-10-2020,0.004393899,0.003437817,0.004393899,0.003514874,225424869,440600401.4
193,Dogecoin,DOGE,07-11-2020,0.003919759,0.003475731,0.003528393,0.00381096,155299369.2,477768832.5
194,Dogecoin,DOGE,07-12-2020,0.003843557,0.00361376,0.003810612,0.003629614,87562043.04,455084341.8
195,Dogecoin,DOGE,07-13-2020,0.003636164,0.003058778,0.003629614,0.003177542,143177054.8,398447402.2
196,Dogecoin,DOGE,07-14-2020,0.003369251,0.003060643,0.003169305,0.003294369,103213409.2,413143009.4
197,Dogecoin,DOGE,07-15-2020,0.003303491,0.003073933,0.003286853,0.003085182,69399827.49,386951871
198,Dogecoin,DOGE,07-16-2020,0.003097889,0.002892723,0.003085843,0.00299487,78457844.33,375666317.5
199,Dogecoin,DOGE,07-17-2020,0.003084181,0.002937053,0.002991475,0.003060711,74705370.73,383967367.1
200,Dogecoin,DOGE,07-18-2020,0.003628997,0.003030553,0.003060122,0.003472588,204080850.7,435685575.6
201,Dogecoin,DOGE,07-19-2020,0.003752735,0.00332885,0.0034637,0.00338186,116746163.2,424349866.9
202,Dogecoin,DOGE,07-20-2020,0.003433005,0.003166999,0.003382553,0.003239293,81038624.13,406505538.6
203,Dogecoin,DOGE,07-21-2020,0.003308746,0.003186912,0.003231541,0.003304616,77748188.74,414749065.8
204,Dogecoin,DOGE,07-22-2020,0.003304117,0.00322128,0.00330152,0.003285216,54443238.35,412342063.8
205,Dogecoin,DOGE,07-23-2020,0.003321173,0.003265052,0.003283085,0.003294708,58737114.89,413578575
206,Dogecoin,DOGE,07-24-2020,0.003322763,0.003177394,0.003294785,0.00321959,58910215.2,404193463.2
207,Dogecoin,DOGE,07-25-2020,0.003294937,0.003189278,0.003219421,0.003234015,63203395.87,406049051.7
208,Dogecoin,DOGE,07-26-2020,0.003269667,0.003184226,0.003238232,0.003234597,62592232.64,406166431.4
209,Dogecoin,DOGE,07-27-2020,0.003243147,0.003040215,0.003234254,0.003153323,83138807.51,396003960.5
210,Dogecoin,DOGE,07-28-2020,0.003218713,0.003132482,0.003154565,0.003197395,63084929.6,401583092.2
211,Dogecoin,DOGE,07-29-2020,0.003261893,0.003175311,0.003197941,0.003192399,55817190.95,400999633.6
212,Dogecoin,DOGE,07-30-2020,0.003244487,0.003163493,0.003192409,0.003231117,53506822.17,405907619.8
213,Dogecoin,DOGE,07-31-2020,0.003240434,0.003180957,0.003229316,0.003225361,54497306.35,405228597.9
214,Dogecoin,DOGE,08-01-2020,0.003796614,0.003203466,0.003225361,0.003688638,150687884.1,463485084.4
215,Dogecoin,DOGE,08-02-2020,0.003736038,0.003266186,0.003695958,0.003336063,101249530.5,419228838.8
216,Dogecoin,DOGE,08-03-2020,0.003441048,0.003308439,0.003336113,0.003388859,66931509.89,425910182.3
217,Dogecoin,DOGE,08-04-2020,0.003560762,0.003376262,0.003388506,0.003534677,74386428.16,444285519
218,Dogecoin,DOGE,08-05-2020,0.003576864,0.003484729,0.003543337,0.003512739,66465689.99,441575952.1
219,Dogecoin,DOGE,08-06-2020,0.003636403,0.003461382,0.003517355,0.003559998,62944678.2,447599583.1
220,Dogecoin,DOGE,08-07-2020,0.003611374,0.00342486,0.003563314,0.003532791,68990008.75,444227232.6
221,Dogecoin,DOGE,08-08-2020,0.003535941,0.003453244,0.003533725,0.003509704,62509900.24,441372650.3
222,Dogecoin,DOGE,08-09-2020,0.00353274,0.003429759,0.003508148,0.00346312,57020040.45,435562679.5
223,Dogecoin,DOGE,08-10-2020,0.003557305,0.003454337,0.003468256,0.003499479,68038180.94,440184390.1
224,Dogecoin,DOGE,08-11-2020,0.003570942,0.003346121,0.003494873,0.003394373,78539442.28,427010939.5
225,Dogecoin,DOGE,08-12-2020,0.003533807,0.003341325,0.003396899,0.00348444,70865884.57,438341326
226,Dogecoin,DOGE,08-13-2020,0.003549294,0.003365033,0.003483332,0.003516517,73302994.46,442425313.4
227,Dogecoin,DOGE,08-14-2020,0.003578774,0.003475898,0.003513676,0.003560813,61334639.69,448048011
228,Dogecoin,DOGE,08-15-2020,0.003606904,0.003499705,0.003562623,0.003539428,64309678.33,445406226.5
229,Dogecoin,DOGE,08-16-2020,0.003551535,0.003468733,0.003540441,0.003523562,52637926.15,443458494.6
230,Dogecoin,DOGE,08-17-2020,0.00371834,0.003500423,0.003523562,0.00359109,77628715.33,452006667
231,Dogecoin,DOGE,08-18-2020,0.003708903,0.003483009,0.003592522,0.003514,62570290.8,442352423
232,Dogecoin,DOGE,08-19-2020,0.003538217,0.00336835,0.003508151,0.003423925,53306856.64,431060773
233,Dogecoin,DOGE,08-20-2020,0.003499473,0.003390308,0.003424058,0.003459208,43536655.88,435550927.9
234,Dogecoin,DOGE,08-21-2020,0.003553609,0.003389026,0.003457499,0.003393093,60621267.78,427273265.8
235,Dogecoin,DOGE,08-22-2020,0.00344658,0.003354266,0.003392407,0.003441999,44884851.55,433479975.9
236,Dogecoin,DOGE,08-23-2020,0.003452644,0.003387907,0.003437853,0.003414201,39485547.8,430026194
237,Dogecoin,DOGE,08-24-2020,0.003465356,0.003385736,0.003410079,0.003417941,46470522.3,430544250.9
238,Dogecoin,DOGE,08-25-2020,0.003434006,0.003239183,0.003417538,0.0033046,76826313.73,416312715.3
239,Dogecoin,DOGE,08-26-2020,0.003344689,0.003250936,0.003301031,0.003303347,80416710.51,416200661.1
240,Dogecoin,DOGE,08-27-2020,0.003314262,0.003165473,0.003299893,0.003202705,89847092.57,403564900.4
241,Dogecoin,DOGE,08-28-2020,0.003271128,0.003182018,0.003202756,0.003268459,64056956.71,411895611.1
242,Dogecoin,DOGE,08-29-2020,0.003300551,0.003241547,0.003267281,0.003282098,78149363.32,413659277.5
243,Dogecoin,DOGE,08-30-2020,0.00334383,0.003274076,0.003283634,0.003300054,79325828.84,415967943
244,Dogecoin,DOGE,08-31-2020,0.003307994,0.003203876,0.003301442,0.003220588,85369756.87,405995488.8
245,Dogecoin,DOGE,09-01-2020,0.003281199,0.003194043,0.003219681,0.003255985,81863763.65,410502858.9
246,Dogecoin,DOGE,09-02-2020,0.003266381,0.003065058,0.003257917,0.003122464,56647412.36,393723629.5
